ID	lemma	PoS	freq	texts
17995	condonación	n	1842	1097
18005	incontestable	j	1840	1635
18015	diadema	n	1840	1272
18025	mediato	j	1837	1287
18035	aplicabilidad	n	1835	1558
18045	hidrocarburífero	j	1833	1169
18055	memorando	n	1830	1231
18065	contrasentido	n	1827	1632
18075	plastilina	n	1824	1222
18085	furibundo	j	1822	1688
18095	levitar	v	1820	1288
18105	prohibitivo	j	1818	1567
18115	declamar	v	1817	1559
18125	menospreciado	j	1813	1681
18135	románico	j	1812	1045
18145	unidireccional	j	1808	1493
18155	monedero	n	1806	1242
18165	herético	j	1803	1274
18175	bardo	n	1800	1257
18185	pelito	n	1798	1200
18195	policial	n	1796	1294
18205	revisionismo	n	1791	907
18215	trocear	v	1790	1300
18225	hule	n	1788	1362
18235	idilio	n	1786	1451
18245	cholo	j	1785	988
18255	plexo	n	1782	1008
18265	hemeroteca	n	1780	1494
18275	burra	n	1776	1252
18285	radiólogo	n	1773	743
18295	vip	n	1771	948
18305	anoréxico	j	1768	1032
18315	ajetreo	n	1764	1636
18325	sulfuro	n	1762	1002
18335	aislante	n	1760	1001
18345	safari	n	1758	1294
18355	disonancia	n	1756	1117
18365	oxidativo	j	1753	982
18375	lijar	v	1751	960
18385	despistado	n	1750	1577
18395	colilla	n	1748	1197
18405	cochera	n	1745	1255
18415	candelabro	n	1744	1183
18425	extensible	j	1740	1504
18435	agreste	j	1738	1549
18445	ciber	n	1735	1375
18455	transgénero	j	1734	1056
18465	superlativo	j	1730	1550
18475	constructor	j	1728	1519
18485	holográfico	j	1726	985
18495	pendejo	j	1723	1346
18505	botellita	n	1721	1414
18515	vendado	j	1718	1463
18525	corno	n	1715	1279
18535	languidecer	v	1713	1545
18545	encriptar	v	1711	1192
18555	dentario	j	1708	797
18565	tendinitis	n	1706	767
18575	kilometraje	n	1704	1130
18585	geriátrico	j	1702	1138
18595	fotocopiar	v	1699	1384
18605	prefijado	j	1698	1468
18615	concursal	j	1695	730
18625	multisectorial	j	1692	1327
18635	empréstito	n	1690	953
18645	desprestigiado	j	1690	1544
18655	extraviado	n	1688	1465
18665	subregión	n	1686	966
18675	aprovechable	j	1684	1464
18685	corsé	n	1681	1171
18695	chingo	j	1677	1202
18705	silente	j	1675	1413
18715	guirnalda	n	1671	1306
18725	intercontinental	j	1669	1232
18735	tirano	j	1666	1288
18745	antípodas	n	1664	1470
18755	arenal	n	1661	1219
18765	refinado	n	1658	1438
18775	fundido	n	1656	1369
18785	pervertido	n	1655	1412
18795	garrafa	n	1650	930
18805	esfinge	n	1649	946
18815	loba	n	1647	1107
18825	irresponsablemente	r	1645	1547
18835	calco	n	1642	1180
18845	adventista	j	1640	600
18855	lama	n	1637	1020
18865	encíclico	j	1634	1198
18875	suelta	n	1633	1350
18885	noreste	j	1631	1337
18895	jubileo	n	1630	813
18905	crecientemente	r	1628	1439
18915	filibustero	n	1626	745
18925	cubrimiento	n	1625	1260
18935	caradura	n	1623	1316
18945	aspirante	j	1622	1449
18955	fatalmente	r	1620	1484
18965	sima	n	1617	1020
18975	proscribir	v	1614	1337
18985	aullar	v	1612	1332
18995	sollozar	v	1609	1352
19005	resbaladizo	j	1607	1412
19015	chequera	n	1605	1231
19025	afirmativamente	r	1603	1481
19035	lentejuela	n	1599	1202
19045	sapiencia	n	1598	1422
19055	asbesto	n	1595	536
19065	demonizar	v	1594	1367
19075	piola	n	1592	1312
19085	blanqueamiento	n	1589	623
19095	autodefinir	v	1587	1460
19105	remunerativo	j	1584	819
19115	granjear	v	1583	1426
19125	balear	j	1580	1122
19135	maquinación	n	1578	1339
19145	guanaco	n	1575	921
19155	extemporáneo	j	1573	1289
19165	limpiadora	n	1571	1050
19175	catracho	j	1569	1118
19185	trasiego	n	1568	1329
19195	pensionar	v	1564	858
19205	atracón	n	1562	983
19215	acopiar	v	1561	1330
19225	abofetear	v	1558	1304
19235	mai	n	1557	1079
19245	deshumanización	n	1555	1261
19255	arrecho	j	1554	1097
19265	jamaicano	j	1553	864
19275	groso	j	1549	1316
19285	olfativo	j	1546	998
19295	escarcha	n	1545	1134
19305	psicomotor	j	1542	971
19315	pirotécnico	j	1539	1137
19325	desaprovechado	j	1539	1345
19335	masoquista	n	1537	1303
19345	cabildeo	n	1535	1218
19355	descongestionar	v	1533	1275
19365	descontextualizar	v	1532	1324
19375	corpulento	j	1530	1336
19385	cerdito	n	1529	945
19395	ignoto	j	1526	1343
19405	frito	n	1524	1286
19415	muletilla	n	1522	1083
19425	estilar	v	1520	1369
19435	inexcusable	j	1518	1325
19445	milésima	n	1516	1187
19455	adviento	n	1513	630
19465	presuntuoso	j	1511	1326
19475	copropietario	n	1510	832
19485	impeler	v	1508	1326
19495	supervisora	n	1507	1078
19505	cóncavo	j	1503	1044
19515	desprotección	n	1501	1246
19525	aleccionar	v	1499	1345
19535	chueco	j	1497	1236
19545	dignificación	n	1497	1286
19555	orco	n	1494	599
19565	armónica	n	1492	727
19575	rehabilitado	j	1491	1286
19585	envilecer	v	1489	1298
19595	pedante	j	1486	1278
19605	glamoroso	j	1485	1324
19615	serotipo	n	1482	383
19625	magníficamente	r	1480	1383
19635	colear	v	1479	1297
19645	absurdamente	r	1476	1352
19655	gentilicio	j	1475	1021
19665	emulación	n	1473	1076
19675	amigote	n	1471	1262
19685	catacumba	n	1469	1017
19695	galo	n	1467	1042
19705	centauro	n	1466	895
19715	friolera	n	1463	1347
19725	congestionado	j	1460	1338
19735	rotundidad	n	1459	1231
19745	hidratante	n	1457	996
19755	militarizado	j	1456	1253
19765	persiana	n	1454	1142
19775	globalidad	n	1452	1210
19785	desclasificado	j	1450	1109
19795	resaltante	j	1449	1340
19805	putada	n	1448	1115
19815	sublimación	n	1445	1036
19825	sincrónico	j	1444	1005
19835	agrietar	v	1443	1227
19845	dependienta	n	1441	948
19855	cortical	j	1440	754
19865	mexica	n	1439	704
19875	maloliente	j	1437	1293
19885	linar	n	1436	857
19895	mellar	v	1434	1225
19905	bruces	n	1432	1280
19915	perfeccionista	n	1430	1156
19925	pelotudez	n	1428	1124
19935	ecuanimidad	n	1426	1181
19945	vilmente	r	1425	1266
19955	arbóreo	j	1422	970
19965	histerectomía	n	1420	531
19975	destilado	n	1420	950
19985	glosa	n	1419	892
19995	cruzamiento	n	1417	684
20005	escarlata	j	1415	1097
20015	desvirtuado	j	1414	1288
20025	cardiología	n	1412	991
20035	crispación	n	1409	1183
20045	perfeccionista	j	1407	1241
20055	nitrito	n	1405	633
20065	consensual	j	1403	824
20075	penitenciaría	n	1402	916
20085	esculpido	j	1399	1217
20095	torpedo	n	1398	787
20105	represar	v	1396	1181
20115	síncope	n	1395	557
20125	encendedor	n	1394	1024
20135	jaqueca	n	1393	1091
20145	escapulario	n	1391	564
20155	adormecimiento	n	1389	1076
20165	empujada	n	1387	1044
20175	trigésimo	m	1385	1035
20185	distender	v	1383	1258
20195	kurdo	n	1382	712
20205	fritar	v	1381	1238
20215	tiritar	v	1379	1211
20225	apear	v	1376	1127
20235	inespecífico	j	1375	964
20245	político-social	j	1373	1213
20255	bloguear	v	1372	1102
20265	jorobar	v	1370	1176
20275	becado	n	1368	1022
20285	docilidad	n	1366	1070
20295	revaluación	n	1365	754
20305	selectivamente	r	1363	1209
20315	trifulca	n	1361	1188
20325	hidróxido	n	1358	666
20335	límbico	j	1357	780
20345	bobería	n	1353	915
20355	credulidad	n	1352	1056
20365	locatario	n	1349	708
20375	jalón	n	1348	1169
20385	independentismo	n	1345	778
20395	sancocho	n	1345	895
20405	menaje	n	1342	768
20415	economicista	j	1340	1062
20425	inercial	j	1339	761
20435	escozor	n	1337	1141
20445	sábila	n	1335	581
20455	incrustación	n	1332	1088
20465	indigente	j	1331	1089
20475	conjuntivo	j	1329	754
20485	fluído	j	1327	1053
20495	rezumar	v	1326	1150
20505	orgánicamente	r	1325	1160
20515	albúmina	n	1322	651
20525	gnomo	n	1321	782
20535	sintagma	n	1319	622
20545	bicentenario	j	1318	1034
20555	melaza	n	1316	813
20565	lija	n	1314	868
20575	vigorosamente	r	1313	1208
20585	mies	n	1311	802
20595	anfibio	j	1310	945
20605	hispanohablante	n	1308	1038
20615	empinar	v	1307	1181
20625	paralizante	j	1305	1136
20635	cáustico	j	1303	978
20645	inocentemente	r	1302	1191
20655	antisistema	j	1300	842
20665	emparentar	v	1298	1175
20675	tetera	n	1298	777
20685	pagadero	j	1295	830
20695	seglar	n	1294	869
20705	faringe	n	1292	810
20715	remendar	v	1291	1089
20725	bisiesto	j	1289	651
20735	convalecencia	n	1287	1089
20745	anticoagulante	n	1285	825
20755	affaire	n	1283	1099
20765	convulsivo	j	1282	844
20775	cerramiento	n	1280	843
20785	atareado	j	1278	1177
20795	revulsivo	n	1277	1116
20805	otredad	n	1275	834
20815	ensartar	v	1274	1095
20825	vaguedad	n	1273	1083
20835	lechería	n	1272	797
20845	crédulo	j	1271	1119
20855	racionalista	n	1270	1017
20865	sorna	n	1268	1193
20875	desempate	n	1266	875
20885	conato	n	1264	1067
20895	meloso	j	1262	1112
20905	cagón	n	1261	849
20915	yerro	n	1259	1061
20925	cerrazón	n	1258	1105
20935	fiduciario	n	1256	364
20945	donador	n	1253	826
20955	debitar	v	1252	689
20965	fétido	j	1251	1053
20975	mediatizado	j	1249	1083
20985	pobremente	r	1247	1154
20995	ramillete	n	1246	1031
21005	quístico	j	1245	682
21015	cochinada	n	1244	1037
21025	intersubjetivo	j	1242	728
21035	enervar	v	1241	1094
21045	encarrilar	v	1239	1138
21055	submundo	n	1238	1058
21065	pescuezo	n	1237	1018
21075	modificable	j	1235	1025
21085	desarraigar	v	1234	1118
21095	teocrático	j	1232	873
21105	chato	n	1231	874
21115	axiológico	j	1230	809
21125	ecuestre	j	1229	881
21135	aparejo	n	1227	674
21145	crispar	v	1226	1101
21155	preventiva	j	1224	1056
21165	vagabundo	j	1222	1055
21175	inabarcable	j	1221	1132
21185	térmica	n	1220	832
21195	alargamiento	n	1219	878
21205	escenificación	n	1217	1054
21215	ovillo	n	1216	938
21225	quilla	n	1214	708
21235	temazo	n	1213	852
21245	motociclismo	n	1211	752
21255	reprogramación	n	1209	833
21265	bibliotecaria	n	1207	883
21275	sortilegio	n	1205	769
21285	tostón	n	1203	924
21295	cenáculo	n	1202	848
21305	anteojo	n	1200	914
21315	enlutar	v	1198	1087
21325	absentismo	n	1197	789
21335	welter	n	1196	625
21345	climatización	n	1195	812
21355	zumba	n	1194	629
21365	consecutivamente	r	1192	1114
21375	extrapolación	n	1191	878
21385	supletorio	j	1190	764
21395	levedad	n	1188	828
21405	áutobus	n	1187	860
21415	ameba	n	1186	688
21425	laberíntico	j	1184	1011
21435	recaudatorio	j	1182	910
21445	lagrimal	n	1181	650
21455	neurodegenerativo	j	1179	850
21465	operatoria	n	1178	902
21475	polimerasa	n	1177	469
21485	avasallador	j	1175	1076
21495	continencia	n	1173	506
21505	lucimiento	n	1172	964
21515	evolucionismo	n	1170	571
21525	irrazonable	j	1168	873
21535	mariquita	n	1166	721
21545	judeocristiano	j	1165	824
21555	flecos	n	1164	912
21565	aeronáutica	n	1163	907
21575	endoscopia	n	1160	580
21585	antidopaje	j	1159	755
21595	asistencialismo	n	1156	942
21605	trasformación	n	1155	983
21615	videoclub	n	1153	765
21625	reumatólogo	n	1152	499
21635	seño	n	1151	872
21645	denuevo	r	1150	943
21655	solubilidad	n	1147	563
21665	disociado	j	1145	806
21675	exhalación	n	1144	804
21685	imperturbable	j	1143	1059
21695	anaerobio	j	1142	540
21705	dificilísimo	j	1140	1037
21715	fechar	v	1140	981
21725	monada	n	1137	924
21735	afianzado	j	1137	1018
21745	cúrcuma	n	1134	423
21755	escritural	j	1133	812
21765	repoblar	v	1132	916
21775	transigir	v	1130	871
21785	madridismo	n	1129	679
21795	clamoroso	j	1128	992
21805	castellana	n	1128	904
21815	carioca	j	1126	965
21825	cohesionar	v	1124	1010
21835	cívico-militar	j	1123	950
21845	autodestruir	v	1122	949
21855	monaguillo	n	1120	853
21865	centésima	n	1119	863
21875	gerundio	n	1118	634
21885	amansar	v	1117	817
21895	fideo	n	1115	921
21905	carbonatado	j	1113	795
21915	preceptor	n	1112	641
21925	desfiladero	n	1111	848
21935	volteado	j	1110	918
21945	distópico	j	1108	825
21955	significancia	n	1106	774
21965	eme	n	1104	742
21975	revalorar	v	1103	1000
21985	espectadora	n	1102	954
21995	injustificadamente	r	1101	923
22005	joystick	n	1100	686
22015	multiforme	j	1099	933
22025	bonificar	v	1097	665
22035	endiosar	v	1096	940
22045	retraído	j	1095	982
22055	desinversión	n	1094	803
22065	bestialidad	n	1092	977
22075	excedencia	n	1091	659
22085	plántula	n	1090	529
22095	conflagración	n	1089	928
22105	saboteador	n	1087	713
22115	extorsionador	n	1087	863
22125	tantísimo	j	1085	994
22135	artero	j	1084	970
22145	cosido	j	1083	897
22155	taciturno	j	1081	984
22165	newtoniano	j	1080	661
22175	herbívoro	n	1079	647
22185	subcontratista	n	1078	727
22195	barbudo	j	1076	917
22205	medicamentoso	j	1076	803
22215	balbuceo	n	1074	936
22225	radiodifusor	n	1073	776
22235	conductista	j	1072	710
22245	serpentín	n	1071	159
22255	montevideano	j	1070	840
22265	moldura	n	1069	629
22275	postproducción	n	1065	815
22285	abaratamiento	n	1064	930
22295	desenfado	n	1062	989
22305	resfriado	j	1061	871
22315	contaduría	n	1058	738
22325	brigadier	n	1057	681
22335	oligoelemento	n	1056	719
22345	inapreciable	j	1055	969
22355	reflectante	j	1053	763
22365	caldear	v	1053	979
22375	aguada	n	1051	652
22385	sarpullido	n	1050	711
22395	toxicológico	j	1049	770
22405	expresionista	j	1048	811
22415	bocha	n	1046	707
22425	táctico	n	1045	908
22435	apologético	j	1044	763
22445	espolón	n	1042	553
22455	arácnido	n	1041	700
22465	veleta	n	1040	760
22475	lauro	n	1039	777
22485	enormidad	n	1038	948
22495	reusar	v	1038	824
22505	vitivinícola	j	1037	730
22515	testimonial	n	1035	870
22525	estampita	n	1034	830
22535	elástico	n	1033	804
22545	cremación	n	1032	495
22555	vibracional	j	1031	618
22565	infanticidio	n	1030	612
22575	calva	n	1028	819
22585	político-económico	j	1027	913
22595	globalizador	j	1026	807
22605	ingerencia	n	1025	848
22615	testeo	n	1024	730
22625	tejo	n	1022	592
22635	subtrama	n	1021	717
22645	indoeuropeo	j	1020	563
22655	correntino	n	1019	623
22665	dermatología	n	1019	692
22675	lastimero	j	1017	920
22685	yugoslavo	j	1016	605
22695	benzodiacepina	n	1015	337
22705	bípedo	n	1013	702
22715	trastienda	n	1012	842
22725	punzada	n	1011	775
22735	dinámicamente	r	1009	897
22745	bodeguero	n	1008	681
22755	tejedora	n	1006	622
22765	conmutador	n	1005	588
22775	anunciador	n	1004	851
22785	mastitis	n	1003	410
22795	motero	n	1002	597
22805	fachado	j	1000	864
22815	polìtico	j	1000	755
22825	plaquetario	j	999	461
22835	parva	n	999	185
22845	ralentización	n	997	828
22855	laxante	j	996	768
22865	escorrentía	n	995	568
22875	curtido	n	993	738
22885	leninismo	n	992	525
22895	veraneo	n	991	842
22905	elevadísimo	j	990	927
22915	recatado	j	989	892
22925	proscripción	n	989	749
22935	costo-beneficio	j	987	873
22945	maliciosamente	r	986	881
22955	origami	n	985	579
22965	acróbata	n	984	782
22975	superiora	n	984	578
22985	judaico	j	982	676
22995	yucateco	j	981	655
23005	descompensación	n	980	824
23015	tanqueta	n	978	669
23025	pitagórico	j	977	493
23035	ultrajado	j	976	893
23045	particularizar	v	975	859
23055	desaliñado	j	974	885
23065	tiernamente	r	973	863
23075	mena	n	972	449
23085	positrón	n	970	544
23095	fraternalmente	r	969	883
23105	recibidor	n	966	593
23115	dedillo	n	965	888
23125	extenuado	j	964	875
23135	mesilla	n	963	757
23145	cartaginés	n	961	546
23155	evangelístico	j	960	724
23165	intermediar	v	959	835
23175	morfema	n	956	303
23185	griterío	n	955	841
23195	talar	j	955	801
23205	agujeta	n	953	583
23215	escocer	v	952	778
23225	kafkiano	j	952	788
23235	completísimo	j	950	869
23245	unidimensional	j	949	784
23255	nucleado	j	947	853
23265	encogido	j	946	863
23275	afp	n	944	419
23285	desequilibrante	j	943	840
23295	libélula	n	942	620
23305	interbancario	j	941	623
23315	inicializar	v	941	537
23325	españolito	n	940	745
23335	impresionista	j	939	719
23345	descollar	v	938	864
23355	estrépito	n	937	812
23365	objetable	j	936	871
23375	arriar	v	935	723
23385	mocoso	n	934	746
23395	palacete	n	933	759
23405	taíno	j	933	436
23415	efemérides	n	932	766
23425	pestilencia	n	931	751
23435	hormiguita	n	930	654
23445	esqueje	n	929	410
23455	rada	n	928	615
23465	circulante	n	927	678
23475	polenta	n	925	546
23485	convaleciente	n	924	812
23495	remero	n	924	500
23505	eximio	j	923	825
23515	coñac	n	922	640
23525	camita	n	921	765
23535	presumible	j	921	860
23545	cananeo	n	919	450
23555	siniestra	n	919	824
23565	despeñar	v	918	803
23575	divisional	j	917	570
23585	universalismo	n	916	586
23595	indiviso	j	915	551
23605	dietario	n	914	501
23615	afrentar	v	912	751
23625	bicampeón	n	911	785
23635	muy	j	910	848
23645	bioquímico	n	910	726
23655	bromista	j	909	828
23665	cloroplasto	n	908	337
23675	folder	n	906	527
23685	exteriorización	n	905	684
23695	ultratumba	n	903	758
23705	vocería	n	903	773
23715	ensanche	n	901	668
23725	raer	v	900	756
23735	merecidamente	r	898	845
23745	embriagante	j	897	684
23755	descolocado	j	896	777
23765	yunta	n	895	678
23775	geranio	n	894	620
23785	antiestético	j	892	787
23795	horticultura	n	892	679
23805	ligazón	n	890	747
23815	deglutir	v	889	770
23825	desaire	n	888	802
23835	decúbito	n	887	500
23845	todoterreno	j	887	747
23855	sobredimensionar	v	886	806
23865	elusivo	j	884	810
23875	yermo	j	884	695
23885	tranquilizante	j	883	805
23895	tapizado	n	882	726
23905	poncho	j	881	659
23915	dispendio	n	880	765
23925	ingobernable	j	879	752
23935	toletero	n	878	664
23945	acartonado	j	877	809
23955	pedaleo	n	875	572
23965	subgerente	n	875	682
23975	falsificador	n	873	679
23985	guardador	n	872	333
23995	membrete	n	871	711
24005	envanecer	v	870	766
24015	finado	n	870	727
24025	fleco	n	869	710
24035	lacónico	j	868	794
24045	extensor	n	867	407
24055	lamparita	n	866	689
24065	genia	n	865	694
24075	betún	n	864	666
24085	bm	n	864	286
24095	sindicalización	n	862	656
24105	direccionalidad	n	861	564
24115	júnior	j	860	634
24125	pedregal	n	859	661
24135	regular	r	858	795
24145	hipócritamente	r	856	790
24155	palangana	n	855	646
24165	serafín	n	855	583
24175	blasón	n	853	611
24185	falciforme	j	852	249
24195	comodoro	n	852	556
24205	visón	n	850	701
24215	muelle	j	849	692
24225	antagonista	j	848	716
24235	centella	n	847	681
24245	pellet	n	847	314
24255	agrónomo	n	846	655
24265	perpendicular	n	845	637
24275	asambleario	j	843	631
24285	indiscreción	n	843	729
24295	despolitizar	v	842	703
24305	culturista	n	841	524
24315	desnaturalización	n	840	590
24325	colgajo	n	839	312
24335	desembarque	n	838	576
24345	emocionalidad	n	837	679
24355	puritano	n	836	666
24365	anualizado	j	835	603
24375	maguey	n	834	479
24385	acordeonero	j	833	371
24395	decimoquinto	m	832	747
24405	tantra	n	831	293
24415	pertrechar	v	830	762
24425	frenillo	n	829	354
24435	puna	n	829	530
24445	velador	n	828	663
24455	revival	n	827	683
24465	lada	n	826	560
24475	biomagnetismo	n	826	292
24485	cobertor	n	824	675
24495	intercambiador	n	823	468
24505	negritud	n	822	542
24515	agujerito	n	821	695
24525	ferroso	j	819	518
24535	regenerador	j	818	705
24545	pedimento	n	818	430
24555	noroccidental	j	817	734
24565	patíbulo	n	816	639
24575	librador	n	815	126
24585	hospedador	n	814	335
24595	oxímoron	n	813	610
24605	moringa	n	812	212
24615	lavaplatos	n	811	608
24625	mampara	n	810	585
24635	cardiopulmonar	j	809	583
24645	reformatorio	n	808	550
24655	aquelarre	n	807	628
24665	sabueso	n	806	639
24675	estereotipar	v	806	710
24685	antojito	n	805	465
24695	relamer	v	804	720
24705	reacomodo	n	803	708
24715	compungido	j	802	750
24725	esenio	n	802	282
24735	colonoscopia	n	801	358
24745	tapir	n	800	420
24755	hermosamente	r	799	771
24765	poliestireno	n	798	436
24775	mamey	n	798	481
24785	microcontrolador	n	796	390
24795	carmín	n	796	592
24805	estulticia	n	795	649
24815	inimitable	j	794	721
24825	hortera	j	793	615
24835	desabrido	j	792	727
24845	fécula	n	791	495
24855	subrepticiamente	r	790	728
24865	oponente	j	789	653
24875	renacuajo	n	788	504
24885	mezclador	n	787	477
24895	brasier	n	787	521
24905	inamovilidad	n	786	478
24915	ranchería	n	785	573
24925	aries	n	785	548
24935	granate	n	784	559
24945	porrista	n	783	621
24955	prosecución	n	782	642
24965	lunch	n	782	592
24975	cardamomo	n	781	469
24985	cuerpecito	n	780	703
24995	corderito	n	779	664
25005	refrigerador	j	778	651
25015	orondo	j	777	729
25025	agüita	n	776	653
25035	nodal	j	775	534
25045	vivac	n	774	642
25055	crispado	j	774	722
25065	desalentado	j	773	701
25075	ajado	j	772	685
25085	ludopatía	n	771	403
25095	ejemplaridad	n	770	580
25105	musicalización	n	770	673
25115	cerviz	n	769	584
25125	amatorio	j	768	633
25135	hilaridad	n	768	709
25145	egolatría	n	766	696
25155	elástica	n	766	669
25165	debatible	j	765	697
25175	replanteo	n	764	638
25185	jarocho	j	763	454
25195	tempestuoso	j	762	670
25205	impostado	j	761	656
25215	teísta	j	761	406
25225	bioma	n	759	330
25235	abc	n	759	534
25245	bioclimático	j	758	434
25255	personajillo	n	757	649
25265	galerista	n	756	472
25275	encestar	v	755	520
25285	neuralgia	n	754	454
25295	laxitud	n	754	640
25305	meandro	n	753	570
25315	desvalijar	v	752	652
25325	desenvainar	v	752	625
25335	bombona	n	751	508
25345	efector	n	750	411
25355	cuita	n	749	668
25365	federalista	j	748	509
25375	zapatito	n	747	602
25385	caminador	n	746	486
25395	internalización	n	744	552
25405	espermático	j	743	362
25415	ulteriormente	r	742	593
25425	titilar	v	741	556
25435	electromecánico	j	741	591
25445	poligonal	j	740	480
25455	izquierdismo	n	739	519
25465	barrabasada	n	738	651
25475	ristra	n	737	647
25485	hortícola	j	736	531
25495	peticionar	v	735	540
25505	bióxido	n	734	417
25515	guardaparques	n	734	420
25525	pandero	n	733	445
25535	haragán	n	732	640
25545	anticiclón	n	732	308
25555	apoderamiento	n	731	516
25565	elastina	n	730	479
25575	ganar-ganar	j	730	662
25585	anomia	n	729	513
25595	irredento	j	728	666
25605	cambista	n	727	428
25615	crisálida	n	727	504
25625	diagramación	n	725	599
25635	farsante	j	725	626
25645	linfa	n	724	462
25655	tropecientos	j	723	622
25665	palero	n	723	379
25675	socializador	j	722	546
25685	portaviones	n	721	468
25695	evicción	n	720	140
25705	camaronero	j	719	418
25715	intestado	j	718	190
25725	sulfuroso	j	717	460
25735	ciberseguridad	n	716	430
25745	neocolonialismo	n	716	576
25755	calcinar	v	715	622
25765	tentempié	n	715	580
25775	sureño	n	714	609
25785	proteina	n	713	496
25795	morisco	j	713	495
25805	desbrozar	v	712	615
25815	estoicamente	r	710	669
25825	iconoclasta	j	709	625
25835	pinto	n	708	589
25845	cabildear	v	708	606
25855	complementariamente	r	707	661
25865	antropomórfico	j	706	588
25875	negrilla	n	706	395
25885	sobrecoste	n	705	519
25895	maratónico	j	704	658
25905	beduino	n	703	419
25915	andrógino	j	703	567
25925	pipeta	n	702	398
25935	punteo	n	701	533
25945	paraninfo	n	701	560
25955	nácar	n	700	568
25965	deslegitimación	n	699	554
25975	sostenidamente	r	698	657
25985	trepador	j	698	578
25995	pundonor	n	697	631
26005	caprichosamente	r	696	660
26015	impulsador	n	695	543
26025	movilizador	j	695	618
26035	desventurado	j	694	595
26045	legitimador	j	693	558
26055	bato	n	693	241
26065	sorete	n	691	527
26075	desestructuración	n	690	559
26085	denostado	j	690	640
26095	glucocorticoide	n	690	321
26105	oligopólico	j	689	511
26115	libertino	n	688	543
26125	destripador	n	688	450
26135	escotilla	n	687	385
26145	indisociable	j	686	607
26155	utopia	n	685	597
26165	agendado	j	685	621
26175	forastero	j	684	571
26185	pececito	n	683	466
26195	pleistoceno	n	682	531
26205	encamar	v	681	535
26215	tabasqueño	j	680	524
26225	agilización	n	679	600
26235	fangoso	j	678	601
26245	regaliz	n	678	480
26255	compendiar	v	677	615
26265	pigmentar	v	676	447
26275	reconexión	n	676	450
26285	perruno	j	674	557
26295	misógino	n	674	510
26305	cabalgadura	n	673	534
26315	ecosistémico	j	672	484
26325	vate	n	671	549
26335	historicista	j	671	490
26345	dulzor	n	670	546
26355	breviario	n	669	559
26365	bacano	j	668	511
26375	liendre	n	667	200
26385	demonización	n	666	576
26395	laceración	n	666	565
26405	joder	i	665	581
26415	linoleico	j	664	392
26425	tambora	n	664	487
26435	dinamo	n	662	436
26445	polipropileno	n	661	436
26455	cabilla	n	661	428
26465	instantaneidad	n	660	559
26475	isleta	n	659	410
26485	gárgara	n	659	464
26495	cadencioso	j	658	609
26505	cantinero	n	658	437
26515	caprino	j	657	476
26525	musicoterapia	n	656	329
26535	debilitante	j	656	592
26545	arenisca	n	655	356
26555	tabasqueño	n	654	435
26565	organicidad	n	654	516
26575	salicílico	j	653	421
26585	pucho	n	652	538
26595	oficialización	n	652	502
26605	aniñado	j	651	560
26615	harapos	n	650	552
26625	moldeable	j	650	601
26635	argumentario	j	649	525
26645	desahogado	j	648	601
26655	ferino	j	648	328
26665	playboy	n	648	527
26675	cuarentón	n	647	539
26685	cuajado	n	647	557
26695	conocidísimo	j	646	604
26705	descolonizador	j	644	312
26715	heliocéntrico	j	644	358
26725	acongojado	j	642	613
26735	vibrato	n	642	411
26745	reaprender	v	641	555
26755	encimar	v	640	598
26765	hexadecimal	j	640	360
26775	apologética	n	638	389
26785	propiciación	n	638	407
26795	espira	n	637	229
26805	tonificación	n	637	503
26815	sajón	j	636	525
26825	rupturista	j	635	528
26835	cortante	n	635	440
26845	desordenadamente	r	634	555
26855	cargante	j	633	537
26865	copero	j	632	520
26875	biomecánico	j	631	439
26885	cascarrabias	n	630	541
26895	dispepsia	n	630	338
26905	morelense	j	629	448
26915	juguetito	n	629	565
26925	güey	j	627	416
26935	pasmar	v	627	546
26945	bayo	j	626	488
26955	transverso	j	625	351
26965	prediseñado	j	625	431
26975	voyeur	n	624	510
26985	guineano	j	623	258
26995	recitado	n	622	507
27005	indeclinable	j	622	560
27015	cebollita	n	621	452
27025	amanuense	n	620	530
27035	vidrioso	j	619	576
27045	chocho	j	618	552
27055	chirrido	n	618	539
27065	rugosidad	n	617	451
27075	chupito	n	616	425
27085	inclaudicable	j	615	559
27095	empollar	v	614	519
27105	predisponente	j	613	466
27115	desollar	v	613	506
27125	criaturita	n	612	485
27135	daltónico	j	611	336
27145	burgo	n	611	450
27155	entono	n	610	608
27165	apresamiento	n	610	489
27175	consumición	n	609	514
27185	relocalización	n	608	477
27195	modorra	n	607	555
27205	aposentar	v	606	525
27215	naturismo	n	606	383
27225	zaguero	j	605	544
27235	beatitud	n	604	430
27245	nochevieja	n	604	430
27255	granizada	n	603	432
27265	impermeabilizar	v	602	452
27275	plastificado	j	601	484
27285	morbimortalidad	n	601	419
27295	hipermetropía	n	600	335
27305	estalinista	n	599	421
27315	prestacional	j	598	347
27325	profeso	j	598	484
27335	monopolístico	j	597	432
27345	bascular	v	597	481
27355	apechugar	v	596	507
27365	tun	n	596	319
27375	encasillado	n	596	492
27385	filtrante	j	595	289
27395	arrojadizo	j	594	520
27405	estrada	n	594	435
27415	estereoscópico	j	593	385
27425	sibarita	j	592	434
27435	irracionalmente	r	592	565
27445	boyacense	j	591	439
27455	meninge	n	591	394
27465	iterativo	j	590	430
27475	remozar	v	589	552
